"#OTU ID","domain","phylum","class","order","family","genus","species"
"ASV_488","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Unknown","Unknown"
"ASV_489","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Unknown","Unknown"
"ASV_490","Bacteria","Firmicutes","Clostridia","Clostridiales","Unknown","Unknown","Unknown"
"ASV_491","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Unknown","Unknown"
"ASV_492","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","helveticus"
"ASV_493","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","[Paraprevotellaceae]","Unknown","Unknown"
"ASV_494","Bacteria","Bacteroidetes","Unknown","Unknown","Unknown","Unknown","Unknown"
"ASV_495","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Comamonas","Unknown"
"ASV_496","Bacteria","Bacteroidetes","[Saprospirae]","[Saprospirales]","Chitinophagaceae","Unknown","Unknown"
"ASV_497","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Unknown","Unknown","Unknown"
"ASV_498","Bacteria","Acidobacteria","[Chloracidobacteria]","RB41","Ellin6075","Unknown","Unknown"
"ASV_499","Bacteria","Bacteroidetes","[Saprospirae]","[Saprospirales]","Chitinophagaceae","Unknown","Unknown"
"ASV_500","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Unknown","Unknown"
"ASV_501","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Unknown","Unknown"
"ASV_502","Bacteria","Firmicutes","Clostridia","Clostridiales","Unknown","Unknown","Unknown"
"ASV_503","Bacteria","Firmicutes","Clostridia","Clostridiales","[Tissierellaceae]","ecb11","Unknown"
"ASV_504","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Unknown","Unknown"
"ASV_505","Bacteria","Firmicutes","Clostridia","Clostridiales","[Tissierellaceae]","Unknown","Unknown"
"ASV_506","Bacteria","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"ASV_507","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","[Paraprevotellaceae]","Unknown","Unknown"
"ASV_508","Bacteria","Proteobacteria","Unknown","Unknown","Unknown","Unknown","Unknown"
"ASV_509","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Cetobacterium","somerae"
"ASV_510","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Unknown","Unknown"
"ASV_511","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Unknown","Unknown"
"ASV_512","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Unknown","Unknown"
"ASV_513","Bacteria","Proteobacteria","Betaproteobacteria","Unknown","Unknown","Unknown","Unknown"
"ASV_514","Bacteria","Firmicutes","Clostridia","Clostridiales","[Tissierellaceae]","Anaerococcus","Unknown"
"ASV_515","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Corynebacteriaceae","Corynebacterium","Unknown"
"ASV_516","Bacteria","Actinobacteria","Rubrobacteria","Rubrobacterales","Rubrobacteraceae","Rubrobacter","Unknown"
"ASV_517","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Unknown","Unknown","Unknown"
"ASV_518","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Unknown","Unknown"
"ASV_519","Bacteria","Bacteroidetes","[Saprospirae]","[Saprospirales]","Unknown","Unknown","Unknown"
"ASV_520","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia","Unknown"
"ASV_521","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Unknown"
"ASV_522","Bacteria","Tenericutes","Mollicutes","Mycoplasmatales","Mycoplasmataceae","Mycoplasma","Unknown"
"ASV_523","Bacteria","Cyanobacteria","Chloroplast","Streptophyta","Unknown","Unknown","Unknown"
"ASV_524","Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Thiotrichaceae","Unknown","Unknown"
"ASV_525","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Unknown","Unknown"
"ASV_526","Bacteria","Proteobacteria","Alphaproteobacteria","Unknown","Unknown","Unknown","Unknown"
"ASV_527","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Unknown"
"ASV_528","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Dialister","Unknown"
"ASV_529","Bacteria","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Aerococcus","Unknown"
"ASV_530","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Unknown"
"ASV_531","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Unknown","Unknown"
"ASV_532","Bacteria","Proteobacteria","Gammaproteobacteria","Unknown","Unknown","Unknown","Unknown"
"ASV_533","ssigned","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"ASV_534","Bacteria","Proteobacteria","Alphaproteobacteria","Unknown","Unknown","Unknown","Unknown"
"ASV_535","Bacteria","SR1","Unknown","Unknown","Unknown","Unknown","Unknown"
"ASV_536","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Unknown","Unknown"
"ASV_537","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Unknown","Unknown"
"ASV_538","Bacteria","Proteobacteria","Betaproteobacteria","Methylophilales","Unknown","Unknown","Unknown"
"ASV_539","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","mitochondria","Lardizabala","biternata"
"ASV_540","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Unknown","Unknown"
"ASV_541","Bacteria","Firmicutes","Clostridia","Unknown","Unknown","Unknown","Unknown"
"ASV_542","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia","Unknown"
"ASV_543","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Unknown"
"ASV_544","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Unknown","Unknown"
"ASV_545","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Roseococcus","Unknown"
"ASV_546","Bacteria","Firmicutes","Clostridia","Clostridiales","[Tissierellaceae]","Anaerococcus","Unknown"
"ASV_547","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Unknown","Unknown"
"ASV_548","Bacteria","Firmicutes","Clostridia","Clostridiales","[Tissierellaceae]","Anaerococcus","Unknown"
"ASV_549","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Mycobacteriaceae","Mycobacterium","Unknown"
"ASV_550","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Roseococcus","Unknown"
"ASV_551","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","Unknown","Unknown"
"ASV_552","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Unknown","Unknown"
"ASV_553","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Intrasporangiaceae","Unknown","Unknown"
"ASV_554","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Unknown","Unknown"
"ASV_555","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Unknown","Unknown","Unknown"
"ASV_556","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium","prausnitzii"
"ASV_557","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","Unknown"
"ASV_558","Bacteria","Firmicutes","Clostridia","Clostridiales","[Tissierellaceae]","Anaerococcus","Unknown"
"ASV_559","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","Unknown","Unknown"
"ASV_560","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Unknown","Unknown"
"ASV_561","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Unknown","Unknown"
"ASV_562","Bacteria","Proteobacteria","Unknown","Unknown","Unknown","Unknown","Unknown"
"ASV_563","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Unknown","Unknown"
"ASV_564","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","Unknown"
"ASV_565","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Unknown","Unknown"
"ASV_566","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Unknown"
"ASV_567","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Unknown","Unknown"
"ASV_568","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Flammeovirgaceae","Unknown","Unknown"
"ASV_569","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Unknown","Unknown"
"ASV_570","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Unknown","Unknown","Unknown"
"ASV_571","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Unknown","Unknown"
"ASV_572","Bacteria","Firmicutes","Clostridia","Clostridiales","Unknown","Unknown","Unknown"
"ASV_573","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Unknown","Unknown"
"ASV_574","Bacteria","Firmicutes","Clostridia","Clostridiales","Unknown","Unknown","Unknown"
"ASV_575","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Unknown","Unknown"
"ASV_576","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Unknown","Unknown"
"ASV_577","Bacteria","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"ASV_578","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","Unknown"
"ASV_579","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Cetobacterium","somerae"
"ASV_580","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Unknown","Unknown","Unknown"
"ASV_581","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Unknown"
"ASV_582","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia","Unknown"
"ASV_583","Bacteria","Firmicutes","Clostridia","Clostridiales","[Tissierellaceae]","Anaerococcus","Unknown"
"ASV_584","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Unknown","Unknown"
"ASV_585","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Unknown","Unknown"
"ASV_586","Bacteria","Proteobacteria","Betaproteobacteria","MKC10","Unknown","Unknown","Unknown"
"ASV_587","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardiaceae","Rhodococcus","Unknown"
"ASV_588","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Unknown","Unknown"
"ASV_589","Archaea","Crenarchaeota","Thaumarchaeota","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrososphaera","gargensis"
"ASV_590","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Unknown","Unknown"
"ASV_591","Bacteria","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"ASV_592","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Pontibacter","Unknown"
"ASV_593","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Unknown","Unknown"
"ASV_594","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Unknown","Unknown"
"ASV_595","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Unknown","Unknown","Unknown"
"ASV_596","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Intrasporangiaceae","Unknown","Unknown"
"ASV_597","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas","Unknown"
"ASV_598","Bacteria","Firmicutes","Clostridia","Clostridiales","Unknown","Unknown","Unknown"
"ASV_599","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Unknown","Unknown"
"ASV_600","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","Unknown"
"ASV_601","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Hymenobacter","Unknown"
"ASV_602","Bacteria","Firmicutes","Bacilli","Unknown","Unknown","Unknown","Unknown"
"ASV_603","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Unknown","Unknown"
"ASV_604","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Unknown","Unknown","Unknown"
"ASV_605","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Corynebacteriaceae","Corynebacterium","Unknown"
"ASV_606","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Unknown","Unknown"
"ASV_607","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces","Unknown"
"ASV_608","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Unknown","Unknown"
"ASV_609","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus","Unknown"
"ASV_610","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Dyadobacter","Unknown"
"ASV_611","Bacteria","Proteobacteria","Gammaproteobacteria","Unknown","Unknown","Unknown","Unknown"
"ASV_612","Bacteria","Cyanobacteria","Chloroplast","Chlorophyta","Unknown","Unknown","Unknown"
"ASV_613","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Unknown","Unknown"
"ASV_614","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces","europaeus"
"ASV_615","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Unknown","Unknown"
"ASV_616","Bacteria","Bacteroidetes","[Saprospirae]","[Saprospirales]","Chitinophagaceae","Unknown","Unknown"
"ASV_617","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia","Unknown"
"ASV_618","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Unknown","Unknown"
"ASV_619","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylobacteriaceae","Methylobacterium","Unknown"
"ASV_620","Bacteria","Proteobacteria","Alphaproteobacteria","Unknown","Unknown","Unknown","Unknown"
"ASV_621","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","Unknown"
"ASV_622","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Unknown","Unknown"
"ASV_623","Bacteria","Firmicutes","Clostridia","Clostridiales","[Acidaminobacteraceae]","Unknown","Unknown"
"ASV_624","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Dermabacteraceae","Brachybacterium","Unknown"
"ASV_625","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Kaistobacter","Unknown"
"ASV_626","Bacteria","Spirochaetes","Spirochaetes","Spirochaetales","Spirochaetaceae","Treponema","Unknown"
"ASV_627","Bacteria","Acidobacteria","[Chloracidobacteria]","RB41","Ellin6075","Unknown","Unknown"
"ASV_628","Bacteria","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"ASV_629","Bacteria","Firmicutes","Clostridia","Clostridiales","[Tissierellaceae]","Anaerococcus","Unknown"
"ASV_630","Bacteria","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"ASV_631","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Unknown","Unknown"
"ASV_632","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Acidaminococcus","Unknown"
"ASV_633","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Corynebacteriaceae","Corynebacterium","Unknown"
"ASV_634","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas","Unknown"
"ASV_635","Bacteria","Proteobacteria","Betaproteobacteria","Unknown","Unknown","Unknown","Unknown"
"ASV_636","Bacteria","Actinobacteria","OPB41","Unknown","Unknown","Unknown","Unknown"
"ASV_637","Bacteria","Firmicutes","Clostridia","Clostridiales","[Mogibacteriaceae]","Unknown","Unknown"
"ASV_638","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Unknown","Unknown"
"ASV_639","Bacteria","Firmicutes","Clostridia","Clostridiales","Unknown","Unknown","Unknown"
"ASV_640","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Unknown","Unknown"
"ASV_641","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7","Unknown","Unknown"
"ASV_642","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Brevibacteriaceae","Brevibacterium","casei"
"ASV_643","Bacteria","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"ASV_644","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Dyadobacter","Unknown"
"ASV_645","Bacteria","Firmicutes","Bacilli","Bacillales","Unknown","Unknown","Unknown"
"ASV_646","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Unknown","Unknown"
"ASV_647","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Leadbetterella","Unknown"
"ASV_648","Bacteria","Planctomycetes","Phycisphaerae","WD2101","Unknown","Unknown","Unknown"
"ASV_649","Bacteria","Proteobacteria","Alphaproteobacteria","Unknown","Unknown","Unknown","Unknown"
"ASV_650","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Brachymonas","denitrificans"
"ASV_651","Bacteria","SR1","Unknown","Unknown","Unknown","Unknown","Unknown"
"ASV_652","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Arcanobacterium","Unknown"
"ASV_653","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Unknown","Unknown"
"ASV_654","Bacteria","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"ASV_655","Bacteria","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"ASV_656","Bacteria","Firmicutes","Clostridia","Clostridiales","Unknown","Unknown","Unknown"
"ASV_657","Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Aeromonadaceae","Unknown","Unknown"
"ASV_658","Bacteria","Proteobacteria","Betaproteobacteria","MKC10","Unknown","Unknown","Unknown"
"ASV_659","Bacteria","Firmicutes","Clostridia","Clostridiales","Unknown","Unknown","Unknown"
"ASV_660","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae","Peptococcus","Unknown"
"ASV_661","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","Unknown","Unknown","Unknown"
"ASV_662","Bacteria","Firmicutes","Bacilli","Bacillales","Unknown","Unknown","Unknown"
"ASV_663","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Unknown","Unknown"
"ASV_664","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Catonella","Unknown"
"ASV_665","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Unknown","Unknown"
"ASV_666","Bacteria","Firmicutes","Clostridia","Clostridiales","Unknown","Unknown","Unknown"
"ASV_667","Bacteria","Firmicutes","Clostridia","Clostridiales","[Acidaminobacteraceae]","Unknown","Unknown"
"ASV_668","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Unknown","Unknown","Unknown"
"ASV_669","Bacteria","Firmicutes","Clostridia","Clostridiales","Unknown","Unknown","Unknown"
"ASV_670","Bacteria","Firmicutes","Clostridia","Clostridiales","Unknown","Unknown","Unknown"
"ASV_671","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Unknown","Unknown"
"ASV_672","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Unknown","Unknown"
"ASV_673","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Filifactor","Unknown"
"ASV_674","Bacteria","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"ASV_675","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Myxococcaceae","Myxococcus","Unknown"
"ASV_676","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Unknown","Unknown"
"ASV_677","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Unknown","Unknown"
"ASV_678","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Escherichia","coli"
"ASV_679","Bacteria","Proteobacteria","Betaproteobacteria","MKC10","Unknown","Unknown","Unknown"
"ASV_680","Bacteria","Spirochaetes","Spirochaetes","Spirochaetales","Spirochaetaceae","Unknown","Unknown"
"ASV_681","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Capnocytophaga","ochracea"
"ASV_682","Archaea","Crenarchaeota","Thaumarchaeota","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrososphaera","gargensis"
"ASV_683","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","[Odoribacteraceae]","Odoribacter","Unknown"
"ASV_684","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","Unknown"
"ASV_685","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","Unknown"
"ASV_686","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Unknown","Unknown"
"ASV_687","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas","Unknown"
"ASV_688","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Unknown","Unknown"
"ASV_689","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Unknown","Unknown"
"ASV_690","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Unknown","Unknown"
"ASV_691","Bacteria","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"ASV_692","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas","maltophilia"
"ASV_693","Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","Unknown","Unknown","Unknown"
"ASV_694","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas","Unknown"
"ASV_695","Bacteria","[Thermi]","Deinococci","Deinococcales","Trueperaceae","B-42","Unknown"
"ASV_696","Bacteria","Chloroflexi","Anaerolineae","Caldilineales","Caldilineaceae","Unknown","Unknown"
"ASV_697","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Unknown"
"ASV_698","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Unknown","Unknown"
"ASV_699","Bacteria","Firmicutes","Clostridia","Clostridiales","[Mogibacteriaceae]","Unknown","Unknown"
"ASV_700","Bacteria","Firmicutes","Bacilli","Turicibacterales","Turicibacteraceae","Turicibacter","Unknown"
"ASV_701","Bacteria","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"ASV_702","Bacteria","Cyanobacteria","Chloroplast","Chlorophyta","Unknown","Unknown","Unknown"
"ASV_703","Bacteria","Verrucomicrobia","Unknown","Unknown","Unknown","Unknown","Unknown"
"ASV_704","Bacteria","Firmicutes","Clostridia","Clostridiales","Unknown","Unknown","Unknown"
"ASV_705","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Unknown","Unknown","Unknown"
"ASV_706","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","Unknown"
"ASV_707","Bacteria","Proteobacteria","Alphaproteobacteria","Unknown","Unknown","Unknown","Unknown"
"ASV_708","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Unknown","Unknown","Unknown"
"ASV_709","Bacteria","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"ASV_710","Bacteria","Proteobacteria","Deltaproteobacteria","Unknown","Unknown","Unknown","Unknown"
"ASV_711","Bacteria","Cyanobacteria","Chloroplast","Chlorophyta","Trebouxiophyceae","Unknown","Unknown"
"ASV_712","Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Aeromonadaceae","Tolumonas","Unknown"
"ASV_713","Bacteria","Chloroflexi","Unknown","Unknown","Unknown","Unknown","Unknown"
"ASV_714","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Unknown","Unknown","Unknown"
"ASV_715","Bacteria","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"ASV_716","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae","Bulleidia","Unknown"
"ASV_717","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Unknown","Unknown"
"ASV_718","Bacteria","Firmicutes","Clostridia","Clostridiales","[Mogibacteriaceae]","Unknown","Unknown"
"ASV_719","Bacteria","Firmicutes","Clostridia","Clostridiales","[Tissierellaceae]","Gallicola","Unknown"
"ASV_720","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","mitochondria","Acanthamoeba","culbertsoni"
"ASV_721","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","AF12","Unknown"
"ASV_722","Bacteria","Verrucomicrobia","[Spartobacteria]","[Chthoniobacterales]","[Chthoniobacteraceae]","DA101","Unknown"
"ASV_723","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Unknown","Unknown"
"ASV_724","Bacteria","Firmicutes","Clostridia","Clostridiales","Unknown","Unknown","Unknown"
"ASV_725","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Corynebacteriaceae","Corynebacterium","durum"
"ASV_726","Bacteria","Firmicutes","Clostridia","Clostridiales","Unknown","Unknown","Unknown"
"ASV_727","Bacteria","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"ASV_728","Bacteria","Planctomycetes","Planctomycetia","Planctomycetales","Planctomycetaceae","Planctomyces","Unknown"
"ASV_729","Bacteria","Bacteroidetes","[Rhodothermi]","[Rhodothermales]","Rhodothermaceae","Rubricoccus","Unknown"
"ASV_730","Bacteria","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"ASV_731","Bacteria","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"ASV_732","Bacteria","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"ASV_733","Bacteria","Verrucomicrobia","[Spartobacteria]","[Chthoniobacterales]","[Chthoniobacteraceae]","Ellin506","Unknown"
"ASV_734","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Unknown","Unknown","Unknown"
"ASV_735","Bacteria","Verrucomicrobia","[Pedosphaerae]","[Pedosphaerales]","Unknown","Unknown","Unknown"
